"","B2","B4","B6","B8","B10","B20","B30","B40","B50","B60","B70","B80","B90","B100","Brieman"
"1",0.714789444132492,0.830814149354278,0.922380685008417,0.922380685008417,0.941179112857942,0.941179112857943,0.960381807973049,0.941179112857946,0.960381807973049,0.941179112857946,0.960381807973049,0.941179112857946,0.960381807973049,0.941179112857946,1
"2",0.887955056179785,0.942460674157307,0.871067415730352,0.800685393258452,0.764280898876433,0.791786516853957,0.815550561797775,0.832235955056201,0.820910112359571,0.832235955056199,0.815550561797774,0.826471910112382,0.826471910112378,0.844370786516869,0.66143820224722
"3",0.753456998313623,0.76242833052272,0.806138279932514,0.872580101180427,0.924519392917371,0.986711635750424,0.973558178752106,0.973490725126473,0.980033726812816,0.973558178752106,0.980101180438445,0.980033726812816,0.973490725126473,0.973490725126473,0.69632377740301
"4",0.769431946006683,0.728278965129289,0.758194600674852,0.800208098987565,0.823037120359897,0.825163104611866,0.837007874015696,0.83781777277835,0.843132733408275,0.814786276715349,0.818329583801968,0.820759280089933,0.829212598425144,0.837514060742356,0.674167604049428
"5",0.736189082723708,0.762728193584701,0.796438942037156,0.826665166010155,0.823464265616232,0.809445132245379,0.797613956105822,0.780839617332607,0.770305008441216,0.758960045019711,0.749965109735521,0.755232414181219,0.764592009003962,0.759851435002831,0.665242543612821
"6",0.695304054054052,0.73513513513515,0.765641891891916,0.777364864864891,0.765337837837857,0.773412162162182,0.769290540540554,0.757871621621636,0.756689189189202,0.744763513513519,0.732736486486498,0.739222972972981,0.74368243243244,0.735506756756768,0.650067567567573
"7",0.671320724346125,0.712724346076496,0.736685714285749,0.747116297786754,0.742103822937669,0.738192354124795,0.748159356136866,0.752679275653958,0.755113078470861,0.748217303822979,0.743929175050338,0.757720724346113,0.752563380281726,0.722256740442694,0.644954527163019
"8",0.652886133032732,0.703669673055291,0.717748027057544,0.716454340473555,0.71133032694481,0.720208568207493,0.729518038331498,0.74001972942507,0.742429537767796,0.738548478015825,0.728782412626867,0.758055242390114,0.746234498308947,0.739131905298805,0.636245772266095
"9",0.645414551607417,0.679481105470931,0.699627749576967,0.692724196277478,0.687828539199074,0.695792442188361,0.720045121263372,0.730964467005051,0.729768753525069,0.741342357585981,0.728753525098678,0.737484489565678,0.735093062605727,0.725685279187788,0.639616469261114
"10",0.645688487584659,0.66639051918738,0.680428893905214,0.677340857787837,0.676365688487607,0.69188713318287,0.704198645598226,0.72355981941313,0.725246049661437,0.725753950338639,0.724819413092588,0.72260496613999,0.727257336343157,0.713056433408613,0.64343340857789
"11",0.640868538576047,0.664466916482726,0.670805400133465,0.679324469996407,0.664152764231818,0.683851958318363,0.699393254966378,0.716172681073861,0.712273497253734,0.716394435603918,0.726521225809762,0.712920281299725,0.710148349674039,0.704604486422669,0.639704327293261
"12",0.64135593220336,0.654237288135564,0.664101694915228,0.667101694915225,0.660474576271159,0.685644067796585,0.702169491525399,0.709745762711843,0.705932203389808,0.701898305084724,0.708016949152519,0.70142372881354,0.700355932203368,0.689355932203367,0.638627118644039
"13",0.6337383136931,0.655200243510031,0.661258425011969,0.660569639518207,0.65967734921947,0.687667087011359,0.698953776579562,0.698452841675013,0.698061486280827,0.700722702961264,0.695541157542298,0.691674566247781,0.692285080662706,0.683643953559171,0.639984345784242
"14",0.640945378151251,0.657787653522938,0.664390756302511,0.662689075630243,0.661147382029724,0.684316418875238,0.693901098901094,0.687356173238517,0.692213962508073,0.685945378151254,0.687967032967024,0.678353264382668,0.68294925662572,0.671808338720095,0.640523594052996
"15",0.643735144312407,0.658485568760624,0.663280135823441,0.662872665534818,0.665494057724968,0.679701188455022,0.692767402376924,0.683993208828535,0.686383701188469,0.677976230899843,0.682865874363339,0.672434634974547,0.673507640067925,0.664013582342968,0.642675721561981
"16",0.648077576443946,0.660537938844849,0.657709513023787,0.671354756511893,0.670794167610424,0.676132502831262,0.684095413363536,0.683573046432618,0.683292751981882,0.671074462061157,0.673036523216309,0.665251981879956,0.67364807474519,0.662971404303515,0.64066251415629
"17",0.651494084319296,0.66151241459758,0.662568238626912,0.674446258956858,0.675574070988185,0.674014330944859,0.681465089151827,0.675718046992186,0.679449425095833,0.674974170971521,0.669647058823547,0.665411764705899,0.673402432927862,0.662196300616579,0.646106982169655
"18",0.647346938775495,0.664625850340121,0.667222222222205,0.675294784580479,0.6793424036281,0.677959183673452,0.684977324263021,0.673526077097489,0.673004535147373,0.66919501133785,0.67027210884352,0.66419501133785,0.666927437641706,0.658764172335584,0.647301587301572
"19",0.650854703406276,0.666663880347493,0.668179239931935,0.677765770068958,0.680001194136789,0.681570289876704,0.687868167298561,0.675551840463327,0.673520613786312,0.672101979281727,0.662622921455653,0.663654655640803,0.667050780666927,0.661086067409025,0.65052153924232
"20",0.655272417707176,0.665150964812739,0.670503972758258,0.68028036322364,0.681301929625458,0.681189557321257,0.683416572077215,0.676234960272447,0.673967082860414,0.669758229284929,0.658224744608422,0.664670828603883,0.667592508513079,0.663301929625451,0.655558456299679
"21",0.66241908006814,0.66961304453638,0.675288391336089,0.685870041372592,0.686726697493304,0.682024823558044,0.681323923095643,0.672095400340718,0.67205646142614,0.669398880506206,0.660355317595524,0.662837673399852,0.671326356777805,0.663947432465319,0.657249939157947
"22",0.670161157024782,0.674549586776847,0.682508264462795,0.688830578512384,0.688858471074367,0.683056818181806,0.682210743801639,0.669956611570236,0.671369834710732,0.668534090909079,0.659162190082635,0.661365702479328,0.667130165289244,0.662369834710734,0.661179752066102
"23",0.675157327532934,0.679535309093605,0.685684059618853,0.694092987616485,0.689261190894039,0.682818795264106,0.680104802629949,0.670334429146993,0.67191833304496,0.670058580715324,0.660813209086188,0.6595229502929,0.667727216550902,0.663420421682275,0.661640754381187
"24",0.679069965870317,0.683694539249165,0.690273037542676,0.692713310580222,0.691663822525614,0.682354948805471,0.680494880546083,0.667679180887377,0.670571672354957,0.669530716723559,0.656612627986344,0.656228668941976,0.666629692832764,0.660802047781571,0.667218430034128
"25",0.685191576550955,0.689305862265234,0.693133295389882,0.696370631758689,0.693772566875365,0.684617871371671,0.675791007398999,0.668611496869687,0.670562094479246,0.664718497438841,0.652367444507712,0.659096186681871,0.664685714285742,0.661751622083121,0.668562322140037
"26",0.694816891536751,0.690898019975506,0.696756614683765,0.69916155598392,0.695171718941692,0.688989837042269,0.676704923777856,0.669726651480675,0.668062905204173,0.659271070615071,0.650786753110252,0.659625898020011,0.662188540389034,0.659728403714773,0.672951638338921
"27",0.698955365622042,0.698476733143409,0.698226020892699,0.70083950617285,0.698165242165252,0.690461538461548,0.675388414055087,0.668558404558411,0.660991452991457,0.658849002849007,0.653356125356127,0.657352326685664,0.660854700854705,0.659844254510926,0.678928774928779
"28",0.704534940544075,0.700781886300713,0.699806971819527,0.704784166802424,0.700298094152155,0.691985665417834,0.672098876038457,0.666410653200861,0.659776836618356,0.657944290601089,0.654843622739875,0.656544225443898,0.659886789379392,0.659798827170563,0.688232611174472
"29",0.710283454963915,0.707507524047459,0.705128154690491,0.710545468851438,0.701509530460105,0.693535810531706,0.674366308004018,0.665103763007262,0.664239825324075,0.659948462733837,0.655182642563488,0.660118417687906,0.658482601254994,0.661499301689717,0.693110923146534
"30",0.716486301369825,0.712938356164348,0.711171232876676,0.714821917808181,0.706116438356123,0.695123287671193,0.681383561643798,0.663294520547912,0.666301369862982,0.659246575342437,0.659342465753397,0.659589041095862,0.661746575342436,0.661582191780793,0.70045890410955
"31",0.722523903391609,0.717762016175088,0.719366997660319,0.717397247655716,0.710334002689702,0.698210423536774,0.681769311545474,0.665566957130486,0.664850684401538,0.657256867043717,0.659352627991379,0.659604649877489,0.662602383891231,0.661076988264769,0.705048175236264
"32",0.729003571428581,0.721951428571438,0.724387857142866,0.719193571428582,0.712919285714295,0.70022928571429,0.683913571428578,0.666337857142866,0.665148571428581,0.657717142857152,0.662583571428579,0.659928571428579,0.664640714285722,0.664852857142866,0.71122214285715
"33",0.731744893185716,0.728114766879775,0.729262435677531,0.722257913612972,0.718658973959146,0.701026040854514,0.688021206923435,0.66937782629035,0.66861063464837,0.659404334944647,0.660658038359586,0.661119600810854,0.666040854514272,0.667194760642448,0.716463433650396
"34",0.734173509220631,0.733058958137041,0.730957060169615,0.72482702920986,0.723409610983992,0.702826759994626,0.689331000134615,0.670886391169747,0.667912235832556,0.660558621617989,0.661951810472477,0.659595504105536,0.666591735092214,0.666682595234897,0.723124915870251
"35",0.739489410417859,0.737469948483114,0.733295608798752,0.730275247362824,0.728444190040069,0.705764984872025,0.68999198626217,0.673724425545838,0.667701365606352,0.661631204513869,0.664174666775706,0.664192329708078,0.667825006132967,0.67053921007442,0.728126257257339
"36",0.744971363115742,0.743298969072212,0.737010309278396,0.732714776632346,0.732835051546438,0.707760595647239,0.691935853379189,0.675864833906101,0.668688430698764,0.663264604811019,0.666586483390637,0.66808132875146,0.666156930126028,0.67057846506303,0.734163802978279
"37",0.750121582900949,0.747478664911331,0.742192828932083,0.737492449469526,0.735540927747231,0.709228839154338,0.691943932471151,0.677625338805852,0.668826763726475,0.663830868117398,0.666858514675129,0.669144582978392,0.669607372415391,0.669451250677612,0.73947185007357
"38",0.75483582810237,0.752978029937232,0.746486600676006,0.740321100917433,0.740435176243359,0.712535610816033,0.691073153066164,0.681099710284898,0.672044302269447,0.668339570255926,0.668057098020292,0.668518831482389,0.668975132786105,0.670664534041534,0.745030782230808
"39",0.755863895141038,0.754142724745168,0.750732159406894,0.744784853700552,0.74302661194231,0.713570766582846,0.691402091884052,0.679655765920858,0.673380113862072,0.670774526678173,0.667173308619121,0.668497285846715,0.66901628491993,0.66869853038531,0.749058652191216
